Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication,Catalogue Number,Scientific Name (intepreted),Country - parsed,Latitude - original,Decimal latitude (WGS84),Decimal longitude (WGS84),Coordinate Uncertainty in Metres
614,NSW528860,8,fullLeaf,83,4469,4.97,126,4.2,54,1.8,9,,,,,,,,,,,0,0,0,0,0,NSW528860,Syzygium johnsonii,Australia,-16.525,-16.525,145.275,1600
614,NSW528860,9,fullLeaf,83,6537,7.26,144,4.8,71,2.37,109,,,,,,,,,,,0,0,0,0,0,NSW528860,Syzygium johnsonii,Australia,-16.525,-16.525,145.275,1600
614,NSW528860,10,fullLeaf,79,7717,8.57,150,5,73,2.43,128,,,,,,,,,,,0,0,0,0,0,NSW528860,Syzygium johnsonii,Australia,-16.525,-16.525,145.275,1600
614,NSW528860,11,fullLeaf,77,4988,5.54,146,4.87,59,1.97,0,,,,,,,,,,,0,0,0,0,0,NSW528860,Syzygium johnsonii,Australia,-16.525,-16.525,145.275,1600
614,NSW528860,12,fullLeaf,71,6411,7.12,144,4.8,69,2.3,119,,,,,,,,,,,0,0,0,0,0,NSW528860,Syzygium johnsonii,Australia,-16.525,-16.525,145.275,1600
615,NSW528861,1,fullLeaf,96,14403,16,198,6.6,103,3.43,0,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,2,fullLeaf,91,9330,10.37,188,6.27,76,2.53,51,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,3,fullLeaf,86,12181,13.53,184,6.13,94,3.13,5,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,4,fullLeaf,84,5183,5.76,106,3.53,74,2.47,1,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,5,fullLeaf,81,7865,8.74,168,5.6,89,2.97,0,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,6,fullLeaf,78,3114,3.46,110,3.67,49,1.63,0,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,7,fullLeaf,77,7244,8.05,170,5.67,74,2.47,5,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,8,fullLeaf,76,8091,8.99,164,5.47,77,2.57,24,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
615,NSW528861,9,fullLeaf,73,4773,5.3,118,3.93,61,2.03,0,,,,,,,,,,,0,0,0,0,0,NSW528861,Syzygium johnsonii,Australia,-16.8417,-16.8417,145.675,1600
616,NSW528862,1,fullLeaf,93,17033,18.93,188,6.27,135,4.5,127,,,,,,,,,,,0,0,0,0,0,NSW528862,Syzygium johnsonii,Australia,-17.0083,-17.0083,145.8417,1600
616,NSW528862,2,fullLeaf,92,32530,36.14,256,8.53,177,5.9,149,,,,,,,,,,,0,0,0,0,0,NSW528862,Syzygium johnsonii,Australia,-17.0083,-17.0083,145.8417,1600
616,NSW528862,3,fullLeaf,91,31694,35.22,266,8.87,172,5.73,33,,,,,,,,,,,0,0,0,0,0,NSW528862,Syzygium johnsonii,Australia,-17.0083,-17.0083,145.8417,1600
616,NSW528862,4,fullLeaf,89,23044,25.6,236,7.87,175,5.83,57,,,,,,,,,,,0,0,0,0,0,NSW528862,Syzygium johnsonii,Australia,-17.0083,-17.0083,145.8417,1600
616,NSW528862,5,fullLeaf,83,40600,45.11,296,9.87,196,6.53,87,,,,,,,,,,,0,0,0,0,0,NSW528862,Syzygium johnsonii,Australia,-17.0083,-17.0083,145.8417,1600
617,NSW528863,1,fullLeaf,92,9863,10.96,178,5.93,78,2.6,0,,,,,,,,,,,0,0,0,0,0,NSW528863,Syzygium johnsonii,Australia,-17.2583,-17.2583,145.675,1600
617,NSW528863,2,fullLeaf,88,4305,4.78,120,4,58,1.93,28,,,,,,,,,,,0,0,0,0,0,NSW528863,Syzygium johnsonii,Australia,-17.2583,-17.2583,145.675,1600
617,NSW528863,3,fullLeaf,88,8376,9.31,156,5.2,84,2.8,5,,,,,,,,,,,0,0,0,0,0,NSW528863,Syzygium johnsonii,Australia,-17.2583,-17.2583,145.675,1600
617,NSW528863,4,fullLeaf,82,15416,17.13,224,7.47,102,3.4,151,,,,,,,,,,,0,0,0,0,0,NSW528863,Syzygium johnsonii,Australia,-17.2583,-17.2583,145.675,1600
617,NSW528863,5,fullLeaf,81,11916,13.24,182,6.07,101,3.37,47,,,,,,,,,,,0,0,0,0,0,NSW528863,Syzygium johnsonii,Australia,-17.2583,-17.2583,145.675,1600
617,NSW528863,6,fullLeaf,76,12189,13.54,218,7.27,90,3,99,,,,,,,,,,,0,0,0,0,0,NSW528863,Syzygium johnsonii,Australia,-17.2583,-17.2583,145.675,1600
618,NSW528864,5,fullLeaf,73,7110,7.9,170,5.67,70,2.33,108,,,,,,,,,,,1,0,0,1,0,NSW528864,Syzygium johnsonii,Australia,-17.425,-17.425,145.5917,1600
619,NSW528868,1,fullLeaf,71,27827,30.92,322,10.73,128,4.27,83,,,,,,,,,,,0,0,0,0,0,NSW528868,Syzygium erythrodoxum,Australia,-16.5,-16.5,145.25,
620,NSW528869,1,fullLeaf,96,4845,5.38,130,4.33,58,1.93,142,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,2,fullLeaf,94,7146,7.94,162,5.4,70,2.33,101,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,3,fullLeaf,91,6939,7.71,158,5.27,67,2.23,55,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,4,fullLeaf,90,6831,7.59,150,5,70,2.33,144,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,5,fullLeaf,88,4049,4.5,140,4.67,47,1.57,0,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,6,fullLeaf,84,5284,5.87,140,4.67,62,2.07,10,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,7,fullLeaf,81,3491,3.88,128,4.27,45,1.5,127,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,8,fullLeaf,72,1878,2.09,102,3.4,41,1.37,16,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
620,NSW528869,9,fullLeaf,70,4451,4.95,124,4.13,57,1.9,129,,,,,,,,,,,0,0,0,0,0,NSW528869,Syzygium erythrodoxum,Australia,-16.58,-16.58,145.25,
621,NSW528870,1,fullLeaf,94,2828,3.14,110,3.67,38,1.27,1,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,2,fullLeaf,91,1574,1.75,76,2.53,30,1,17,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,3,fullLeaf,89,7193,7.99,138,4.6,77,2.57,48,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,4,fullLeaf,87,8620,9.58,150,5,84,2.8,0,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,5,fullLeaf,87,7175,7.97,162,5.4,72,2.4,140,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,6,fullLeaf,85,4160,4.62,118,3.93,53,1.77,55,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,7,fullLeaf,84,6624,7.36,122,4.07,77,2.57,1,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
621,NSW528870,8,fullLeaf,83,9197,10.22,174,5.8,84,2.8,0,,,,,,,,,,,0,0,0,0,0,NSW528870,Syzygium erythrodoxum,Australia,-21.0417,-21.0417,148.625,1600
622,NSW528871,1,fullLeaf,96,11921,13.25,200,6.67,93,3.1,38,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,2,fullLeaf,96,12679,14.09,212,7.07,90,3,65,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,3,fullLeaf,96,8895,9.88,172,5.73,76,2.53,22,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,4,fullLeaf,95,10841,12.05,162,5.4,96,3.2,125,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,5,fullLeaf,95,6044,6.72,130,4.33,69,2.3,32,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,6,fullLeaf,94,5403,6,120,4,65,2.17,1,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,7,fullLeaf,93,5285,5.87,116,3.87,67,2.23,36,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,8,fullLeaf,93,6702,7.45,134,4.47,75,2.5,119,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,9,fullLeaf,90,7592,8.44,132,4.4,82,2.73,42,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,10,fullLeaf,85,6492,7.21,132,4.4,70,2.33,42,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,11,fullLeaf,77,6602,7.34,162,5.4,61,2.03,25,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,12,fullLeaf,75,9558,10.62,192,6.4,77,2.57,55,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
622,NSW528871,13,fullLeaf,71,7085,7.87,140,4.67,80,2.67,17,,,,,,,,,,,0,0,0,0,0,NSW528871,Syzygium erythrodoxum,Australia,-17.25,-17.25,145.92,16000
623,NSW528872,1,fullLeaf,97,18598,20.66,244,8.13,113,3.77,20,,,,,,,,,,,0,0,0,0,0,NSW528872,Syzygium fibrosum,Australia,-13.925,-13.925,143.5083,1600
623,NSW528872,2,fullLeaf,94,30529,33.92,330,11,134,4.47,58,,,,,,,,,,,0,0,0,0,0,NSW528872,Syzygium fibrosum,Australia,-13.925,-13.925,143.5083,1600
623,NSW528872,3,fullLeaf,94,22776,25.31,290,9.67,114,3.8,55,,,,,,,,,,,0,0,0,0,0,NSW528872,Syzygium fibrosum,Australia,-13.925,-13.925,143.5083,1600
623,NSW528872,4,fullLeaf,84,21969,24.41,286,9.53,125,4.17,64,,,,,,,,,,,0,0,0,0,0,NSW528872,Syzygium fibrosum,Australia,-13.925,-13.925,143.5083,1600
624,NSW528873,1,fullLeaf,98,11166,12.41,210,7,80,2.67,19,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,2,fullLeaf,96,3885,4.32,120,4,47,1.57,8,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,3,fullLeaf,94,13071,14.52,180,6,95,3.17,0,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,4,fullLeaf,92,8626,9.58,178,5.93,71,2.37,111,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,5,fullLeaf,87,3107,3.45,98,3.27,52,1.73,131,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,6,fullLeaf,86,14134,15.7,208,6.93,96,3.2,133,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,7,fullLeaf,85,7365,8.18,150,5,73,2.43,12,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
624,NSW528873,8,fullLeaf,83,7120,7.91,140,4.67,73,2.43,10,,,,,,,,,,,0,0,0,0,0,NSW528873,Syzygium fibrosum,Australia,-12.72,-12.72,143.12,
625,NSW528874,1,fullLeaf,95,18099,20.11,216,7.2,123,4.1,21,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,2,fullLeaf,92,11730,13.03,174,5.8,94,3.13,7,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,3,fullLeaf,91,17549,19.5,224,7.47,117,3.9,134,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,4,fullLeaf,90,15891,17.66,230,7.67,104,3.47,147,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,5,fullLeaf,85,8466,9.41,162,5.4,77,2.57,45,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,6,fullLeaf,84,9827,10.92,178,5.93,85,2.83,11,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,7,fullLeaf,80,19940,22.16,228,7.6,128,4.27,107,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
625,NSW528874,8,fullLeaf,79,13603,15.11,208,6.93,106,3.53,0,,,,,,,,,,,0,0,0,0,0,NSW528874,Syzygium fibrosum,Australia,-11.4,-11.4,130.42,
626,NSW528875,1,fullLeaf,96,30887,34.32,320,10.67,146,4.87,111,,,,,,,,,,,0,0,0,0,0,NSW528875,Syzygium fibrosum,Australia,-12.37,-12.37,136.72,
626,NSW528875,2,fullLeaf,91,27515,30.57,272,9.07,150,5,86,,,,,,,,,,,0,0,0,0,0,NSW528875,Syzygium fibrosum,Australia,-12.37,-12.37,136.72,
626,NSW528875,3,fullLeaf,85,24645,27.38,238,7.93,147,4.9,30,,,,,,,,,,,0,0,0,0,0,NSW528875,Syzygium fibrosum,Australia,-12.37,-12.37,136.72,
627,NSW528876,1,fullLeaf,92,6839,7.6,138,4.6,72,2.4,125,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
627,NSW528876,2,fullLeaf,90,6227,6.92,130,4.33,70,2.33,19,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
627,NSW528876,3,fullLeaf,88,5061,5.62,122,4.07,63,2.1,153,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
627,NSW528876,4,fullLeaf,83,5250,5.83,120,4,65,2.17,0,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
627,NSW528876,5,fullLeaf,80,6698,7.44,162,5.4,60,2,10,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
627,NSW528876,6,fullLeaf,76,5251,5.83,128,4.27,60,2,95,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
627,NSW528876,7,fullLeaf,70,1750,1.94,66,2.2,45,1.5,129,,,,,,,,,,,0,0,0,0,0,NSW528876,Syzygium fibrosum,Papua New Guinea,-9,-9,143,
628,NSW528879,7,fullLeaf,86,7271,8.08,160,5.33,72,2.4,10,,,,,,,,,,,1,0,0,1,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
628,NSW528879,8,fullLeaf,84,9149,10.17,170,5.67,83,2.77,13,,,,,,,,,,,1,0,0,1,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
628,NSW528879,9,fullLeaf,81,5510,6.12,176,5.87,54,1.8,14,,,,,,,,,,,0,0,0,1,0,NSW528879,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
629,NSW528880,1,fullLeaf,97,6668,7.41,132,4.4,74,2.47,0,,,,,,,,,,,0,0,0,0,0,NSW528880,Syzygium fullagarii,Australia,-31.57,-31.57,159.08,
629,NSW528880,2,fullLeaf,89,12423,13.8,164,5.47,102,3.4,3,,,,,,,,,,,0,0,0,0,0,NSW528880,Syzygium fullagarii,Australia,-31.57,-31.57,159.08,
629,NSW528880,3,fullLeaf,88,12855,14.28,178,5.93,100,3.33,47,,,,,,,,,,,0,0,0,0,0,NSW528880,Syzygium fullagarii,Australia,-31.57,-31.57,159.08,
629,NSW528880,4,fullLeaf,85,2942,3.27,82,2.73,55,1.83,11,,,,,,,,,,,0,0,0,0,0,NSW528880,Syzygium fullagarii,Australia,-31.57,-31.57,159.08,
629,NSW528880,5,fullLeaf,79,6046,6.72,128,4.27,68,2.27,1,,,,,,,,,,,0,0,0,0,0,NSW528880,Syzygium fullagarii,Australia,-31.57,-31.57,159.08,
629,NSW528880,6,fullLeaf,78,9676,10.75,172,5.73,80,2.67,91,,,,,,,,,,,0,0,0,0,0,NSW528880,Syzygium fullagarii,Australia,-31.57,-31.57,159.08,
630,NSW528882,1,fullLeaf,93,8020,8.91,182,6.07,64,2.13,149,,,,,,,,,,,0,0,0,0,0,NSW528882,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
630,NSW528882,2,fullLeaf,92,11465,12.74,182,6.07,87,2.9,3,,,,,,,,,,,0,0,0,0,0,NSW528882,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
630,NSW528882,3,fullLeaf,85,20982,23.31,248,8.27,130,4.33,3,,,,,,,,,,,0,0,0,0,0,NSW528882,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
630,NSW528882,4,fullLeaf,78,11100,12.33,214,7.13,77,2.57,0,,,,,,,,,,,0,0,0,0,0,NSW528882,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
630,NSW528882,5,fullLeaf,75,17441,19.38,202,6.73,119,3.97,110,,,,,,,,,,,0,0,0,0,0,NSW528882,Syzygium fullagarii,Australia,-31.52,-31.52,159.07,
631,NSW528885,1,fullLeaf,96,71054,78.95,356,11.87,271,9.03,11,,,,,,,,,,,0,0,0,0,0,NSW528885,Syzygium forte subsp. forte,Australia,-17.95,-17.95,146.08,
631,NSW528885,2,fullLeaf,92,79189,87.99,380,12.67,276,9.2,84,,,,,,,,,,,0,0,0,0,0,NSW528885,Syzygium forte subsp. forte,Australia,-17.95,-17.95,146.08,
632,NSW528887,1,fullLeaf,95,30328,33.7,276,9.2,165,5.5,145,,,,,,,,,,,0,0,0,0,0,NSW528887,Syzygium forte subsp. forte,Australia,-11.2,-11.2,142.37,
632,NSW528887,2,fullLeaf,90,31367,34.85,286,9.53,142,4.73,136,,,,,,,,,,,0,0,0,0,0,NSW528887,Syzygium forte subsp. forte,Australia,-11.2,-11.2,142.37,
632,NSW528887,3,fullLeaf,89,33176,36.86,280,9.33,176,5.87,43,,,,,,,,,,,0,0,0,0,0,NSW528887,Syzygium forte subsp. forte,Australia,-11.2,-11.2,142.37,
633,NSW528888,1,fullLeaf,95,29538,32.82,274,9.13,153,5.1,130,,,,,,,,,,,0,0,0,0,0,NSW528888,Syzygium forte subsp. forte,Australia,-11.2,-11.2,142.37,
633,NSW528888,2,fullLeaf,91,26060,28.96,288,9.6,136,4.53,154,,,,,,,,,,,0,0,0,0,0,NSW528888,Syzygium forte subsp. forte,Australia,-11.2,-11.2,142.37,
633,NSW528888,3,fullLeaf,79,29084,32.32,264,8.8,147,4.9,1,,,,,,,,,,,0,0,0,0,0,NSW528888,Syzygium forte subsp. forte,Australia,-11.2,-11.2,142.37,
634,NSW528889,1,fullLeaf,97,41729,46.37,334,11.13,162,5.4,0,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
634,NSW528889,2,fullLeaf,97,24456,27.17,274,9.13,118,3.93,5,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
634,NSW528889,3,fullLeaf,96,38013,42.24,346,11.53,170,5.67,154,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
634,NSW528889,4,fullLeaf,95,39901,44.33,328,10.93,163,5.43,144,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
634,NSW528889,5,fullLeaf,91,53316,59.24,388,12.93,187,6.23,87,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
634,NSW528889,6,fullLeaf,87,30927,34.36,328,10.93,140,4.67,12,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
634,NSW528889,7,fullLeaf,73,13019,14.47,212,7.07,86,2.87,1,,,,,,,,,,,0,0,0,0,0,NSW528889,Syzygium malaccense,Australia,-12.77,-12.77,143.28,
635,NSW528890,1,fullLeaf,97,34891,38.77,334,11.13,149,4.97,9,,,,,,,,,,,0,0,0,0,0,NSW528890,Syzygium malaccense,Australia,-10.78,-10.78,142.47,
635,NSW528890,2,fullLeaf,93,20737,23.04,260,8.67,119,3.97,117,,,,,,,,,,,0,0,0,0,0,NSW528890,Syzygium malaccense,Australia,-10.78,-10.78,142.47,
635,NSW528890,3,fullLeaf,85,21117,23.46,286,9.53,125,4.17,103,,,,,,,,,,,0,0,0,0,0,NSW528890,Syzygium malaccense,Australia,-10.78,-10.78,142.47,
636,NSW528891,1,fullLeaf,93,6027,6.7,134,4.47,68,2.27,114,,,,,,,,,,,0,0,0,0,0,NSW528891,Syzygium malaccense,Australia,-10.78,-10.78,142.48,
636,NSW528891,2,fullLeaf,88,12718,14.13,188,6.27,84,2.8,0,,,,,,,,,,,0,0,0,0,0,NSW528891,Syzygium malaccense,Australia,-10.78,-10.78,142.48,
637,NSW528892,1,fullLeaf,90,28165,31.29,326,10.87,123,4.1,9,,,,,,,,,,,0,0,0,0,0,NSW528892,Syzygium forte subsp. potamophilum,Australia,-14.08,-14.08,143.25,
638,NSW528893,1,fullLeaf,96,17635,19.59,326,10.87,82,2.73,139,,,,,,,,,,,0,0,0,0,0,NSW528893,Syzygium forte subsp. potamophilum,Australia,-12.4583,-12.4583,142.6417,1600
638,NSW528893,2,fullLeaf,94,18511,20.57,326,10.87,86,2.87,137,,,,,,,,,,,0,0,0,0,0,NSW528893,Syzygium forte subsp. potamophilum,Australia,-12.4583,-12.4583,142.6417,1600
638,NSW528893,3,fullLeaf,88,10705,11.89,222,7.4,77,2.57,21,,,,,,,,,,,0,0,0,0,0,NSW528893,Syzygium forte subsp. potamophilum,Australia,-12.4583,-12.4583,142.6417,1600
638,NSW528893,4,fullLeaf,86,7918,8.8,194,6.47,68,2.27,27,,,,,,,,,,,0,0,0,0,0,NSW528893,Syzygium forte subsp. potamophilum,Australia,-12.4583,-12.4583,142.6417,1600
638,NSW528893,5,fullLeaf,80,19271,21.41,210,7,75,2.5,136,,,,,,,,,,,0,0,0,0,0,NSW528893,Syzygium forte subsp. potamophilum,Australia,-12.4583,-12.4583,142.6417,1600
639,NSW528894,1,fullLeaf,99,20896,23.22,262,8.73,114,3.8,157,,,,,,,,,,,0,0,0,0,0,NSW528894,Syzygium forte subsp. potamophilum,Australia,-13.22,-13.22,133.32,25000
639,NSW528894,2,fullLeaf,98,18865,20.96,276,9.2,95,3.17,49,,,,,,,,,,,0,0,0,0,0,NSW528894,Syzygium forte subsp. potamophilum,Australia,-13.22,-13.22,133.32,25000
639,NSW528894,3,fullLeaf,98,17127,19.03,256,8.53,92,3.07,3,,,,,,,,,,,0,0,0,0,0,NSW528894,Syzygium forte subsp. potamophilum,Australia,-13.22,-13.22,133.32,25000
639,NSW528894,4,fullLeaf,97,25997,28.89,306,10.2,122,4.07,7,,,,,,,,,,,0,0,0,0,0,NSW528894,Syzygium forte subsp. potamophilum,Australia,-13.22,-13.22,133.32,25000
639,NSW528894,5,fullLeaf,89,11791,13.1,214,7.13,83,2.77,54,,,,,,,,,,,0,0,0,0,0,NSW528894,Syzygium forte subsp. potamophilum,Australia,-13.22,-13.22,133.32,25000
639,NSW528894,6,fullLeaf,88,18120,20.13,250,8.33,109,3.63,138,,,,,,,,,,,0,0,0,0,0,NSW528894,Syzygium forte subsp. potamophilum,Australia,-13.22,-13.22,133.32,25000
640,NSW528895,1,fullLeaf,98,32527,36.14,360,12,129,4.3,154,,,,,,,,,,,0,0,0,0,0,NSW528895,Syzygium forte subsp. potamophilum,Australia,-12.3,-12.3,133.07,
640,NSW528895,2,fullLeaf,97,24220,26.91,290,9.67,119,3.97,136,,,,,,,,,,,0,0,0,0,0,NSW528895,Syzygium forte subsp. potamophilum,Australia,-12.3,-12.3,133.07,
640,NSW528895,3,fullLeaf,95,46855,52.06,306,10.2,233,7.77,147,,,,,,,,,,,0,0,0,0,0,NSW528895,Syzygium forte subsp. potamophilum,Australia,-12.3,-12.3,133.07,
640,NSW528895,4,fullLeaf,84,13758,15.29,192,6.4,122,4.07,359,,,,,,,,,,,0,0,0,0,0,NSW528895,Syzygium forte subsp. potamophilum,Australia,-12.3,-12.3,133.07,
641,NSW528897,1,fullLeaf,97,9461,10.51,180,6,79,2.63,137,,,,,,,,,,,0,0,0,0,0,NSW528897,Syzygium smithii,Australia,-33.42,-33.42,151.35,5000
641,NSW528897,2,fullLeaf,96,13757,15.29,226,7.53,91,3.03,9,,,,,,,,,,,0,0,0,0,0,NSW528897,Syzygium smithii,Australia,-33.42,-33.42,151.35,5000
